CustomerID,Name,Age,Income,Location,Email,Phone,Gender,ProductCategory,SpendingScore,LoyaltyScore
26813,Wendy Stafford,76,79556,New Bradleyburgh,elizabethrobertson@example.com,310.565.7688,Female,Sports,84,79
66183,Lisa Hood,37,78295,South Amber,gbaird@example.org,269.825.0970x291,Male,Electronics,64,93
3881,Zachary Moody,71,81885,North Selenatown,ustout@example.org,299-867-7200,Female,Fashion,69,70
80640,Christopher Sanchez,23,107098,Gentryton,jamie28@example.com,+1-686-501-1271x1271,Male,Fashion,18,85
66220,Juan Dickson,36,78809,West Barbarashire,mcclurenicole@example.net,(505)647-9040x13347,Female,Beauty,57,50
6407,Tyler Mccoy,56,35844,New Karenburgh,woodjoseph@example.com,(312)302-4713x497,Female,Sports,31,84
3187,Roger Jones,53,64841,Austinshire,khayden@example.org,498.553.2122,Female,Sports,44,14
7669,Barbara Ross,48,63043,West Thomas,jmitchell@example.net,570.379.9495,Male,Beauty,34,48
26727,Holly Davis MD,35,37435,Jasonstad,calhounashley@example.org,369.633.3803,Male,Sports,95,17
67126,Cindy Hanson,34,31240,Christinaport,austin25@example.org,895-260-0543x557,Male,Fashion,19,16
33956,Jason Freeman,45,118901,Meyertown,ashley95@example.net,001-416-528-6654,Female,Food,92,99
52454,Kimberly Miller,47,44287,Nielsenbury,turnerstephanie@example.org,483.240.9902x58714,Male,Electronics,83,59
27677,Daniel Thompson,61,116999,Wolfebury,johnfletcher@example.com,001-450-235-9252x53416,Female,Sports,12,59
56919,Brian Bell,19,115048,Rodriguezbury,riddlecatherine@example.org,8832941740,Male,Sports,11,50
3841,Adam Carrillo,27,114070,Fullerberg,lsanders@example.net,750.481.3763x132,Male,Electronics,79,54
71235,Shannon Kelly,26,46471,Miguelchester,vsexton@example.net,001-876-643-5895x338,Female,Beauty,24,92
17496,Sharon Gordon,40,103363,East Rachelhaven,donna89@example.org,(748)397-2636x8088,Male,Food,57,78
31627,Jeanne Thomas,73,47887,Brianland,qmcdonald@example.com,(868)423-7658x004,Male,Electronics,49,63
7064,Leslie Perez,60,117789,Donnaview,gonzalezjames@example.com,+1-317-411-0804x499,Female,Food,14,100
94772,Daniel Green,68,42023,West Heather,knelson@example.org,001-851-721-4776x4455,Male,Beauty,7,26
20192,Ashley Rangel,79,72308,Calebside,ejoseph@example.org,+1-517-426-6973x60383,Male,Beauty,95,62
12850,Grant Hughes,52,79165,East Aaron,englishnicholas@example.net,(351)655-0108,Male,Fashion,49,97
49024,Melissa Stewart,61,68115,North Kyleland,moranerin@example.net,001-737-576-8861x331,Female,Electronics,74,40
94804,Antonio Palmer,45,74333,West Yvonne,williammendoza@example.org,400-501-2986,Female,Sports,31,23
36313,Kristi Mcmillan,40,114344,Robinsonmouth,deborah53@example.net,509-976-2453x8378,Female,Fashion,35,89
77628,Sarah Wang,22,49261,West Melissa,bclarke@example.net,743.963.6165x981,Female,Beauty,58,57
1704,Linda Clark,71,110891,Port Brendahaven,thomasmartin@example.com,236.377.5981x786,Male,Beauty,75,12
22191,Joshua Peterson,35,97818,Davidport,mspencer@example.com,001-283-591-4246,Female,Electronics,42,42
83318,William Reyes,77,119684,Bradleymouth,danielspencer@example.org,(354)312-2095,Female,Food,30,1
68250,Jessica Gonzalez,52,83613,Jeanettebury,thomaslaura@example.net,001-934-841-2305x391,Female,Sports,24,86
6529,Michael Ross,55,95071,South Jason,hotara@example.org,(207)472-5381x1890,Male,Electronics,17,13
45550,Matthew Johnson,18,71794,Lake Andrew,villanuevakaren@example.org,917.900.8187x24616,Female,Fashion,4,4
94131,Michael Weeks,64,116077,East Rogershire,scotttapia@example.net,(833)238-3960,Female,Sports,59,1
27011,Danny Rose,44,63767,Johnsonchester,dawnwalker@example.org,(970)462-7142,Male,Sports,37,5
12916,Mario Jones,55,63575,Janetown,angelrodriguez@example.net,5924965972,Female,Fashion,34,27
29018,Wanda Montgomery,65,59275,East Scotttown,patricialopez@example.org,+1-882-801-0536x33318,Female,Beauty,44,90
25995,Bonnie Williams,61,117576,Howellside,richardjackson@example.net,+1-763-530-3850x4221,Male,Fashion,20,64
26202,Robert Stafford,67,92700,Brookeborough,imoss@example.org,695.290.1901x1721,Female,Food,46,41
47537,Samantha Benitez,31,49241,Kimstad,wgomez@example.org,+1-984-620-0703x06019,Male,Electronics,32,90
50551,Cameron James,52,98389,Port Teresamouth,powellmisty@example.com,(226)354-4581x9692,Male,Food,28,90
66074,Cheyenne Garcia,61,64062,Samanthabury,ana80@example.com,001-740-326-9846x9504,Male,Beauty,94,34
99511,Juan Carr,53,75255,West Stevenstad,wilsondaniel@example.com,973-274-5128x536,Male,Fashion,19,69
81703,Vanessa Morgan,26,68305,Amandaview,barbarale@example.com,+1-509-890-4419x106,Male,Electronics,93,50
79215,Robin Blackwell,25,71002,New Marissa,perezhannah@example.org,940.351.7753x5133,Male,Fashion,68,93
52586,Katie Brown,25,59401,Hallview,matthew93@example.net,987.755.3630,Female,Beauty,70,100
47494,Samantha Frederick,19,112390,Jeremyfort,kathleen91@example.net,802-221-8457,Male,Food,34,5
40670,Patrick Ortega,28,62217,Johnsonstad,dthompson@example.org,001-260-439-5102,Male,Sports,61,13
67596,Mrs. Anne Robinson,44,115666,Port Frederickfort,osmith@example.com,(466)609-7235x9072,Female,Fashion,19,71
48638,Michelle Smith,49,107243,Hartburgh,barrettjames@example.net,(238)991-0621,Female,Electronics,6,16
94434,Jasmine Garrison,46,31386,North Heatherbury,bstokes@example.com,+1-911-525-5622x975,Female,Sports,56,6
39832,Richard Bell,60,51681,Carolyntown,lori68@example.net,840.744.7546,Female,Sports,28,14
69392,Jessica Johnson,39,110077,Farrellville,gphillips@example.com,+1-833-762-6471x5270,Male,Electronics,75,6
82878,Michele Hampton,29,64820,Christopherfurt,whitakerdavid@example.org,734.575.2615,Female,Beauty,38,71
53653,Patricia Sullivan,27,109130,East Sethhaven,walkeralexandra@example.com,3502988434,Female,Fashion,8,67
57616,Steven Hardin,70,43385,West Amber,wilsonpamela@example.org,804-879-7464x21506,Female,Beauty,77,64
67739,Chris Bradley,23,67649,Youngville,vsullivan@example.net,001-551-692-0138x400,Female,Beauty,9,67
31346,Alexandra Peters,65,107885,Anthonyview,carla53@example.com,001-528-943-7171,Male,Sports,22,79
29114,Brandon Mcintosh,60,69390,Kathrynport,richardsonjohn@example.net,(829)356-4888x5778,Male,Electronics,9,17
71829,Regina Johnson,58,117009,Lewishaven,smithshawn@example.com,346.870.0780,Male,Food,45,66
83322,Carly Garcia,58,82587,Spencerton,jacquelineswanson@example.net,(309)220-5959x539,Female,Electronics,41,85
32714,Samantha James,36,99907,Caitlyntown,bfreeman@example.org,(365)793-8550x30378,Male,Sports,59,6
61069,Cory Weiss,44,65453,West Paulside,jesse74@example.org,+1-756-647-7761x09606,Male,Electronics,18,40
54825,Robert Carlson,70,32277,Andersonmouth,jwhite@example.org,001-990-350-6596,Male,Food,6,31
49577,Dr. Jill Spears,46,42205,West Davidton,howardjohn@example.com,786-650-8603,Female,Sports,27,63
5684,Miss Alexandra Johnson,38,85823,Douglasberg,hsmith@example.net,791.970.8945x5350,Male,Sports,72,28
54953,Jonathan Hanson,33,105685,Wilsonmouth,kevincurtis@example.com,(287)357-8926,Female,Sports,54,30
62815,Amy Jones,74,34221,New Richardside,royjordan@example.net,+1-216-208-9969,Female,Fashion,91,58
27093,Kimberly Torres,27,73758,West Joseph,kellymurphy@example.org,203-480-0426,Female,Food,19,72
23001,Robert King,52,71457,Pamelafurt,lopezmelinda@example.org,525-858-1804x271,Male,Electronics,30,70
10811,Diane Odom,48,41114,Port Anthonyburgh,philipfoster@example.org,396.777.2047,Female,Electronics,77,41
49356,Stacy Alvarado,72,104490,New Frank,antoniomullins@example.net,8534283593,Male,Electronics,33,53
70137,Julian Chen,66,106680,Taylormouth,parkeramanda@example.net,794-911-9467,Male,Sports,21,40
81436,Anthony Washington,37,49046,Port Alyssaburgh,michellemarshall@example.com,573.931.3071x4586,Female,Sports,13,75
15721,Brittany Bowman,24,37000,North Justinland,mcochran@example.net,220.617.6960x43987,Female,Electronics,86,83
17069,Susan Gordon,45,88414,Cummingsfort,rick64@example.net,+1-938-489-9473x378,Female,Electronics,16,49
8446,Karen Bradley,76,78358,North Timothy,denise21@example.com,4937964368,Male,Sports,23,66
96788,Olivia Reed,21,39106,Jacksonhaven,uperez@example.com,2273364080,Male,Sports,25,46
45572,Kellie Lopez,72,97770,Jeffreystad,stephanie49@example.org,(459)397-0156x90046,Male,Sports,70,71
22971,Michael Wilson,35,50986,Reneeshire,nanderson@example.org,454.533.6728x5801,Male,Sports,36,78
79973,Joshua Hurley,27,71094,Josephchester,pearsonshannon@example.com,276.336.7891x75001,Male,Beauty,45,19
17631,Dwayne Harvey,78,70000,South Lisa,florespatrick@example.org,+1-994-281-2237,Male,Sports,96,13
20656,Ryan Horton,55,45625,South Sherry,taylorstephen@example.org,(762)717-8069,Male,Food,100,15
81408,Cheryl Cameron,49,114677,Ashleyberg,snyderandrea@example.net,(767)439-7736x08868,Male,Sports,41,82
76361,Tracy Macdonald,47,38409,Loriside,zreyes@example.net,(503)695-2626x68039,Female,Electronics,42,47
87123,Alicia Moreno,63,116346,South Alexandriaton,dennisjared@example.net,583-492-1746x559,Male,Fashion,71,37
10910,Donald Jackson,59,61463,Port Stephaniefort,haroldcarrillo@example.net,(944)496-2645,Female,Electronics,6,82
18769,Willie Murphy,35,52869,South Bettyton,rachel75@example.net,(624)533-8359x3055,Male,Fashion,88,39
43856,Joshua Hawkins,43,108044,Salinasside,matthew18@example.org,443-712-3667x4631,Female,Food,41,63
92425,Nicholas Lopez,62,101715,Anthonyborough,brandon05@example.com,(269)736-7371,Female,Beauty,86,65
81812,Alyssa Cox,27,110972,North Anthony,debra93@example.org,+1-584-743-2828x37278,Female,Electronics,41,10
22750,Jennifer Sanders,78,60478,West Veronica,deanbennett@example.org,5302918110,Female,Sports,95,45
51252,Joy Myers,35,36621,North Jeanville,chartman@example.net,(608)803-6279,Female,Beauty,51,69
63546,Sharon Cobb,38,81718,Port Carlos,sanchezbarbara@example.net,(706)868-3510x371,Female,Fashion,91,17
35218,Nicole Jones,26,47134,North Philip,hesssarah@example.com,(592)279-0938,Male,Electronics,27,77
67922,Nicholas Johnson,24,66213,North Kevin,smithjackie@example.org,001-527-274-8543,Male,Food,1,49
97291,Amy Phillips,77,110861,Port Richardfort,yharper@example.com,629.520.3172x96252,Male,Food,46,66
73337,Sheri Caldwell,36,97212,South Eddie,vegachristina@example.net,+1-248-537-4938x5763,Female,Electronics,77,52
87527,Jason Lang,54,43715,Kevinshire,elizabeth57@example.org,898.312.6821,Male,Fashion,31,71
3840,Yolanda Daniels,56,106814,Kevinhaven,jamesmatthew@example.org,001-257-204-1606,Male,Food,56,88
33101,Katherine Andrews,67,118263,Lake Billy,william34@example.com,001-305-312-0007x7194,Male,Electronics,86,26
75068,Leslie Le,74,104327,Jonesberg,harrisonkimberly@example.com,(719)457-2912x447,Male,Beauty,14,81
5887,David Martinez,48,83087,East Angel,butlerrandy@example.net,001-553-397-9657,Female,Electronics,95,8
19229,Nichole Murray,26,66577,Jamesmouth,isanford@example.com,472-671-0033x2088,Female,Sports,66,34
74205,Kim Chambers,25,87218,Meyersport,timothy69@example.org,+1-621-958-4350x1867,Male,Fashion,23,85
1053,Patricia Hall,34,118067,Port Paulahaven,ashley40@example.org,795-806-0537x840,Female,Beauty,4,100
14909,Jeremy Neal,31,40976,Maryfort,camposjessica@example.org,870-454-3737,Male,Sports,27,52
68733,Travis Williams,72,95970,West Joshualand,marshkelly@example.org,5165119230,Male,Beauty,29,70
55483,Vincent Hicks,66,69914,West Charles,perezalyssa@example.net,432-508-0679,Male,Electronics,75,39
24588,Robin Scott,73,54422,East Katie,troy19@example.com,+1-612-202-8873x00491,Male,Fashion,59,36
14636,Scott Marquez,32,52413,Rodneyton,anthony46@example.org,001-752-554-2758x72702,Female,Fashion,53,98
59786,Katie Walker,77,93435,Jamesview,tyler82@example.org,+1-752-237-2890x3701,Female,Sports,4,69
81549,Paul Larsen,49,42726,South Christopher,warrenstephen@example.org,(859)575-7967x5852,Female,Fashion,32,74
65097,Jasmine Lee,67,52524,New Jason,oberry@example.net,380-360-1185x7277,Female,Fashion,92,94
61872,Stacey Andrade,44,118444,Jillview,williamskaren@example.com,619-751-4793,Male,Beauty,93,95
74116,Johnny Sweeney,42,81325,Steveshire,vfoster@example.net,(858)321-7582,Female,Food,25,70
25938,Ricardo Gregory MD,61,63126,East Nicoleville,benderdavid@example.net,(352)342-9610,Male,Food,8,71
94996,Michael Figueroa,60,76431,Mcdanielfort,xhughes@example.com,904-259-3998x649,Male,Sports,25,44
40607,Robert Harrison,76,32094,Pattersonstad,levi09@example.org,001-617-319-6595x541,Female,Fashion,67,9
99645,Destiny Stewart,56,118781,Piercefort,yshelton@example.net,(944)870-4491,Male,Beauty,51,95
15033,Larry Potter,68,50373,Bennettville,huntertyler@example.com,794.440.7102,Female,Beauty,79,95
64353,Sarah Peters,38,44462,New Jamestown,hcarrillo@example.com,(687)394-0511,Male,Beauty,91,43
12285,Andrew Lopez,80,49738,West Brettburgh,robert97@example.com,(868)617-7394x79619,Male,Food,11,37
54330,Kara Gordon,52,97274,South Nataliemouth,perezsuzanne@example.org,+1-821-907-7772,Female,Electronics,67,67
36530,Paul Reed,57,55631,Lauraborough,delacruzkristine@example.com,001-864-862-0190x0481,Female,Beauty,96,7
90480,Monica Miller,21,45753,Phillipsfurt,anthonymelissa@example.net,416.272.3492x5678,Female,Sports,88,69
4856,Matthew Brewer,73,115728,Kennedymouth,nmann@example.com,(508)592-6262,Male,Beauty,91,18
97346,Alexander Rice,47,115582,New Daleview,douglasgonzalez@example.com,(705)620-3094,Female,Food,88,63
73360,Sean Lewis,21,93486,Nancyton,grahamaaron@example.com,353-616-4872x98136,Male,Fashion,3,56
99000,Kristi Kelley,62,67434,Waltonhaven,bradley24@example.net,843-425-5350x9373,Female,Electronics,46,43
42812,Larry Adkins,45,98116,North Latasha,kimwalters@example.com,510-619-0127,Female,Beauty,9,65
97908,Elizabeth Wright,42,96961,Sherryfurt,kaitlyn98@example.com,(253)624-0312x83158,Male,Food,6,84
72671,Roger Walker,25,77660,Smithland,wheelerpatricia@example.com,376-240-4342x910,Male,Fashion,100,54
31370,Tammy Adams,53,51874,Port Jasonton,kaitlyn84@example.org,(235)226-7445x32289,Female,Fashion,61,94
37513,Rebecca Garcia,71,96153,Suttonview,frances07@example.org,(830)842-3886x95614,Female,Electronics,96,76
55408,Eric Clark,47,54931,Mccormickland,bolsen@example.org,682-523-9090x138,Female,Fashion,15,80
95757,Rachel Harris,39,80330,South Heather,jasonfuller@example.com,(405)806-2914x329,Male,Sports,21,68
31098,Sara Bowen,21,118996,Jamesland,russellmartinez@example.org,+1-567-769-9149x7856,Male,Electronics,9,20
98221,Mark Richardson,49,108787,West Maria,michaelstewart@example.net,561.511.6546x63741,Female,Sports,80,4
76958,Michael Barnett,26,78028,Lake Benjaminview,dayangela@example.org,929-341-5472,Female,Beauty,97,85
35806,Carrie Shields,37,106760,West Jane,rosepaul@example.com,9964104914,Male,Electronics,26,45
95750,Susan Soto,32,31192,West Bryan,xgood@example.net,(552)335-0041x61822,Male,Fashion,85,51
4729,Christopher Allen,41,37594,North Suzanne,annhall@example.org,001-386-846-5895,Male,Fashion,41,17
13433,Vanessa Nunez,20,50762,Nunezbury,collinsapril@example.net,818.785.7191,Male,Electronics,42,74
12118,Randall Reed,61,101659,Robertsmouth,jenkinsjuan@example.net,+1-537-682-7059x42809,Male,Electronics,72,87
22964,Jennifer Fox,76,110947,Deborahport,carolinehogan@example.org,(888)531-4372x088,Male,Beauty,76,63
63651,Roberta Moore,27,56551,Natashaville,hillleonard@example.org,(980)901-6319x3977,Male,Food,81,48
66964,Mr. Derek Levy,43,60806,Cervantesview,barrettchristopher@example.com,612-324-2319x27532,Female,Fashion,60,90
71589,Richard Romero,48,47676,Lake Kimberly,qmckinney@example.com,(450)373-0553,Male,Electronics,84,43
46192,Mark Lynch,61,59642,New Dustin,troylewis@example.org,+1-558-502-0038,Female,Electronics,33,53
49537,Nicole Olsen,47,53175,South Micheal,kathrynjordan@example.net,+1-626-830-5402x3174,Male,Fashion,24,37
95001,Natalie Tran,56,82414,Port Scott,brittanywhite@example.org,2525472438,Male,Food,63,48
33193,Steven Powell,49,82352,Bryantburgh,stephen57@example.net,468.734.1719,Female,Food,33,84
19545,Briana May,53,80075,North Louisstad,qvaldez@example.org,+1-363-293-5298x06905,Female,Sports,24,2
14718,Karen Johnson,18,72136,Amandaberg,karen83@example.net,514-324-6843,Female,Beauty,4,73
16764,Sarah Klein,27,70347,Shahside,kathrynross@example.org,001-613-933-2249x3414,Female,Beauty,95,55
91414,Katrina Matthews,48,40883,Lake Lisaberg,chelseahuffman@example.org,504-616-6867x651,Male,Electronics,95,16
61912,Tyler Blair,55,119319,Donnashire,davisdebra@example.com,369.827.5376x58481,Female,Food,87,80
78402,Jacqueline Rodriguez,25,104621,Simmonsshire,jacob58@example.com,424.935.5050x7813,Male,Electronics,76,55
33321,Ryan Nichols,48,36309,Nelsonshire,holly90@example.net,846.631.1332x2657,Female,Beauty,100,48
67134,Mr. David Freeman DDS,36,77277,New Edward,elopez@example.com,+1-700-898-2585,Male,Beauty,36,92
83956,Charles Jackson,79,40261,North Heather,mooretracy@example.net,(553)217-4031x22350,Female,Sports,15,90
22970,Alexis Tucker,69,92088,Rodriguezton,asullivan@example.com,9588109430,Male,Fashion,12,35
2336,Christopher Rowe,47,50351,Smithview,daniellegreen@example.net,395.560.6122,Male,Sports,58,95
69209,Amanda Wright,52,68224,Johnsonview,scottmary@example.com,+1-472-702-3811,Male,Food,82,73
95053,John Salazar,38,65660,New Paulchester,xcoffey@example.net,263.230.9532x8365,Male,Electronics,71,89
41278,Ana Anderson,19,68462,Lake Johnny,zorr@example.org,778-207-2607x811,Male,Sports,33,35
39675,Linda Lewis,59,85200,East Jacquelinemouth,millersherry@example.com,001-706-959-1685x6625,Male,Beauty,87,79
25008,Paula Orr DDS,79,61381,East Michaelstad,adamsconnie@example.net,+1-480-655-0285x78647,Male,Electronics,86,3
29545,Carly Rivera,47,97862,Thomasshire,william17@example.com,219.255.0797x13435,Male,Beauty,21,36
93677,Virginia Vega,72,90352,East Colleenfurt,anthony97@example.com,812.747.9608x530,Male,Food,32,13
65366,Susan Garcia,22,85610,Davidsonburgh,alexandria37@example.org,951.515.4176x3955,Female,Electronics,31,51
13336,Julia Paul,26,57318,Wilkinsstad,michael97@example.net,(983)708-3247,Female,Sports,12,67
41996,Mary Washington,63,55864,Mayton,nathan92@example.net,001-266-806-3199x2501,Female,Fashion,5,58
41223,Michael Thomas,20,83730,West Genemouth,stephanie08@example.com,(659)420-0757,Female,Fashion,94,85
31851,Anthony Kline,58,59358,Johnfurt,martinezadam@example.org,001-651-359-7253,Female,Food,41,63
76316,Jennifer Brown,56,79827,Matthewchester,jasonadams@example.org,675-411-8180x62308,Female,Beauty,83,64
38770,Donald Gilmore,39,63929,New Jennifermouth,evanleonard@example.net,+1-440-842-3486x3808,Female,Sports,37,13
19703,Diana Taylor,74,89514,Dannybury,vdonaldson@example.net,+1-300-786-3165,Female,Fashion,24,61
21914,Kenneth Clark,68,99289,West Patricia,shafferrebecca@example.org,001-231-342-4740x77426,Male,Fashion,54,9
50547,Priscilla Stevenson,39,90247,Pricehaven,dalexander@example.org,+1-846-767-8834,Female,Food,18,51
65122,Wesley Wright,48,96261,New Chelseaville,loritodd@example.com,525.525.7226x6357,Female,Fashion,66,47
2822,Laura Marquez,53,43565,South Jeffrey,susangarcia@example.com,719.447.8309x41643,Male,Fashion,32,69
95570,Laura Randall,26,111058,Briannaburgh,victoriamartinez@example.org,7304713738,Male,Beauty,72,7
50751,Cassandra Hernandez,35,103154,East Robert,mercedesblack@example.com,527.993.8055,Female,Food,70,10
78452,Robert Mason DDS,63,80477,Port Kevin,rachel31@example.org,814-767-5679,Female,Food,31,91
10979,Christopher Davenport,78,43535,Comptonbury,paul29@example.org,+1-660-955-0182x361,Male,Electronics,5,89
21957,Anthony Charles,35,45609,North Andresmouth,valeriereese@example.com,+1-488-714-0848x39650,Male,Beauty,5,33
21252,Jamie Kennedy,59,60882,Gardnertown,wigginsbenjamin@example.com,(886)621-7064x105,Female,Sports,66,42
81786,Connor Clark,66,79000,West Rachelborough,anthonygarcia@example.com,(276)975-9313,Male,Fashion,90,74
56755,Carol Young,77,92441,Davishaven,marc52@example.com,352-405-8557x9062,Female,Food,71,96
63163,Susan Moore,45,79842,Pittmanside,montgomerytanner@example.com,209-945-6102,Male,Sports,84,87
86199,Rachel Meyer,61,111426,Youngshire,mariacunningham@example.net,8807242968,Female,Electronics,7,59
34715,Melissa Rogers,63,89295,Bradleychester,cassie96@example.net,(332)983-1503,Female,Fashion,93,53
10675,Ryan Mcconnell,57,48061,South Ryan,handrews@example.org,3475675397,Male,Fashion,12,86
50189,Timothy Garcia,34,106688,Jasonburgh,robertclark@example.com,+1-337-700-2274x00611,Female,Fashion,61,50
69583,Debra Cruz,21,72169,Maryport,anita50@example.net,(411)603-9704,Male,Sports,52,90
46472,Cindy Landry,58,68826,East Aaronton,ruth30@example.org,207.741.1648x40952,Male,Sports,4,99
28707,Matthew Sullivan,63,61135,Middletonmouth,elizabeth91@example.org,741.880.2732x074,Male,Beauty,10,19
90208,Rachel Anderson DDS,26,112192,East Brookeborough,jasonmalone@example.com,+1-748-519-3273x7880,Male,Electronics,70,79
38512,James Barton,76,43823,South Matthew,john21@example.org,482.793.7761x1493,Male,Fashion,44,94
43132,Karen Smith,58,61917,Edwardfort,carlosbernard@example.org,5277202238,Male,Food,53,93
69435,Adam Blankenship,62,99856,Anthonyfurt,weberanthony@example.net,319.783.7450x542,Male,Sports,48,48
41443,Dana Thompson,42,39943,Lake George,xlyons@example.org,648.778.4785,Female,Beauty,56,30
38276,Nathan Fisher,75,101011,East Paul,thomaswu@example.org,001-332-565-0204,Female,Sports,62,44
90733,Christian Ball,26,60176,Kimborough,tvaughn@example.org,679-417-7392x930,Female,Electronics,74,31
26700,Joshua Henson,61,97634,East Stacey,fwilliams@example.net,001-839-881-8651x3493,Female,Sports,75,97
51668,Robert Hudson,56,73890,Erinville,amandaestrada@example.com,289.800.6880x961,Male,Sports,34,87
20433,Jessica Blanchard,67,116741,West Ashley,wolfelaura@example.net,001-552-236-8135x514,Male,Beauty,75,86
14418,Joseph Lopez,77,65482,Debbieshire,james70@example.org,547-579-4602x434,Female,Electronics,81,8
8982,Eric Wright,48,112055,North Robertberg,perezvictor@example.net,643-354-0451,Female,Food,9,45
51774,Chad Smith,35,74953,South Joshua,drakeryan@example.net,779.430.8567x31812,Male,Electronics,53,74
84358,Jill Franklin,56,47786,South Brianfurt,mikewinters@example.com,(240)484-7804,Male,Beauty,45,6
92365,Kristen Carr,78,116361,Sanchezmouth,iburns@example.org,712.358.1829x03935,Male,Fashion,49,69
45499,Melinda Walker,44,107123,New Dana,rachelwillis@example.org,426-603-7204,Female,Food,73,22
50761,Jonathon Williamson,76,65873,Bernardland,dcombs@example.com,668.224.6897x605,Female,Fashion,64,40
25684,Jennifer Taylor,80,88624,East Kimberlymouth,pmiller@example.net,(684)761-6626x278,Female,Food,47,19
53743,Mark Preston,48,118460,Lake Lorihaven,vgrimes@example.net,5963555440,Male,Food,63,51
37212,Ashley Harris,66,103285,East Patricia,william53@example.org,+1-488-295-4391x98451,Female,Food,89,36
80729,Laura Bryant,27,95037,Zacharytown,tinaschwartz@example.org,001-520-751-7226x55881,Female,Food,4,94
79313,Anthony Landry,44,68099,Petertown,douglasjoseph@example.com,2797400394,Male,Sports,53,63
29613,Matthew Wilson,30,91992,Wallaceburgh,whoffman@example.com,(413)746-2613x63464,Male,Fashion,6,79
18030,Laura Foster,51,90815,Lake Ralph,brandon74@example.org,(561)982-9944,Female,Electronics,58,51
23470,Edward Dalton,22,119173,Lake Candacefurt,johnsonjessica@example.org,+1-520-556-5609x9855,Female,Beauty,14,41
57748,David Berry,23,90070,Jessicastad,zpotts@example.com,448.771.1519x51637,Female,Fashion,33,26
33912,Dana Payne,78,117707,South Michael,michael75@example.com,001-586-538-9397x498,Male,Sports,9,79
91451,John Miller,74,119602,West Richardstad,aviladawn@example.net,812.400.3554,Female,Electronics,3,98
87863,Taylor Anderson,62,51590,Brownshire,hermansarah@example.org,880-298-6610x588,Female,Fashion,58,31
38639,Ellen Nicholson,80,111739,Lake Christopherside,thomas04@example.com,860-804-2974,Male,Food,25,43
37170,Amber Wells,28,74106,South Williamhaven,andrewmiller@example.net,+1-611-237-8195x36404,Male,Food,73,36
94079,Robert Murray,25,107559,Riceside,briancook@example.com,335-836-0250x49875,Female,Beauty,62,42
59990,Jack Miller,28,69523,Jackview,thomas11@example.org,553-470-7849,Male,Fashion,25,31
44457,Patricia Chapman,38,43844,North Vanessa,xvelasquez@example.com,255.329.9354,Female,Electronics,57,47
15257,April Schultz,27,80974,Patrickmouth,lejeremy@example.net,+1-221-713-9421x961,Male,Sports,22,77
3817,Willie Franklin,43,56168,Brownchester,sarahfrancis@example.org,707.956.6533,Male,Sports,44,86
25212,Christopher Carter,19,48020,West Lindsayborough,michealrodriguez@example.org,001-239-469-9126,Male,Food,59,18
91583,Destiny Miller,34,56207,New Shaunview,carmstrong@example.net,(828)447-9489x2124,Female,Beauty,56,26
42981,Sara Alvarez,18,112886,North Susan,downsvanessa@example.com,(409)302-1917,Female,Food,38,43
8831,Nathaniel Nguyen,52,36620,Lake Leonardmouth,savagedavid@example.com,001-473-734-6255x62705,Male,Beauty,11,14
55857,Cody Perez,65,74480,Larryview,teresagarcia@example.com,+1-467-346-3511,Male,Sports,22,26
276,Jennifer Jones,73,33230,Lewisfurt,williamschristine@example.com,981.357.7153x833,Male,Food,39,77
37214,Ryan Decker,60,48463,Frankstad,goodwinlauren@example.org,451.737.2570,Female,Electronics,69,10
6308,Sara Lewis,31,60697,Luisberg,ypayne@example.com,001-896-846-7868x22250,Female,Beauty,43,14
92660,Andrea Crawford,22,108181,South Abigail,karenduran@example.org,5383596817,Male,Sports,30,4
8532,Renee Foster,18,108636,Albertville,jenniferorozco@example.com,900-524-4779x6705,Male,Food,81,62
69010,Mr. Michael Barrett,33,95401,Romeromouth,bradley70@example.org,001-514-454-6764x554,Female,Food,42,9
3751,Margaret Lawrence,47,67294,South David,nstanley@example.org,5649770438,Male,Electronics,40,94
16828,Brian Alexander,53,81688,East Craigburgh,bfarmer@example.net,518-666-9605x958,Female,Beauty,19,79
58458,Luke Tran,34,64224,Lake Tammy,timothyjohnson@example.org,426.628.5310,Male,Electronics,19,11
19805,Miguel Wood,74,61533,Garciafort,george06@example.org,001-650-405-1273x892,Male,Fashion,10,59
98288,Derek Cohen,73,90376,West Christine,matthew30@example.org,7875389465,Female,Food,32,26
14428,Robert Marquez,47,99930,Port Chris,trogers@example.net,247-356-2662,Male,Sports,65,86
11246,Amanda Webb,71,65910,Ashleyland,wolfekyle@example.net,(695)800-2706,Male,Food,16,87
72299,Ricky Mcintosh,20,53183,Hansenside,shelby75@example.net,970.517.3750x5580,Male,Fashion,23,42
14719,William Wallace,40,52219,South Matthew,ggonzalez@example.org,2102281453,Female,Food,17,6
31448,James Schmidt,37,118134,New Zachary,williamskayla@example.com,+1-720-221-3504x58323,Female,Sports,30,53
67302,Jon Pena III,53,56381,Dillonview,mitchelldalton@example.com,001-436-300-1480x3439,Male,Sports,81,50
98873,Joshua Hughes,53,70261,East Samantha,jennifer22@example.com,682.930.9794,Female,Food,51,69
86014,Carla Freeman,31,31530,Rodriguezfort,lwatson@example.com,537-864-3567x7540,Female,Food,47,80
